"Panic in BeginBock or EndBlock consensus methods","warning",/testutils/fake/store.go,"289",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/testutils/fake/store.go,"300",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/utils/circular_buffer.go,"50",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/evm/keeper/baseKeeper.go,"91",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/evm/keeper/chainKeeper.go,"980",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/evm/keeper/vote_handler.go,"217",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/multisig/keeper/keygen.go,"33",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/multisig/keeper/signing.go,"56",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/multisig/keeper/rotation.go,"126",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/vote/abci.go,"34",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/vote/abci.go,"63",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/vote/keeper/keeper.go,"106",TP,
"Panic in BeginBock or EndBlock consensus methods","warning",/x/vote/types/vote_router.go,"66",TP,
"Iteration over map","warning",/x/axelarnet/types/evm_translator.go,"177",TP,
"Iteration over map","warning",/x/multisig/types/keygen.go,"221",TP,
"Iteration over map","warning",/x/multisig/types/signing.go,"89",TP,
"Iteration over map","warning",/x/multisig/types/signing.go,"210",TP,
"Iteration over map","warning",/x/snapshot/exported/types.go,"62",TP,
"Iteration over map","warning",/x/snapshot/exported/types.go,"112",FP,4
"Using platform dependent types","recommendation",/testutils/fake/store.go,"206",FP,1
"Using platform dependent types","recommendation",/utils/bitmap.go,"4",TP,
"Using platform dependent types","recommendation",/utils/bitmap.go,"21",TP,
"Using platform dependent types","recommendation",/utils/circular_buffer.go,"10",TP,
"Using platform dependent types","recommendation",/utils/circular_buffer.go,"48",TP,
"Using platform dependent types","recommendation",/x/evm/types/types.go,"300",TP,
"Using platform dependent types","recommendation",/x/evm/types/types.go,"352",TP,
"Using platform dependent types","recommendation",/x/evm/types/types.go,"708",TP,
"Using platform dependent types","recommendation",/x/nexus/types/types.go,"136",TP,
"Using platform dependent types","recommendation",/x/nexus/types/types.go,"141",TP,
"Using platform dependent types","recommendation",/x/tss/tofnd/types.go,"108",TP,
"Using platform dependent types","recommendation",/x/tss/tofnd/types.go,"108",TP,
"Sensitive package import","recommendation",/x/evm/types/types.go,"9",TP,
,,,,,
